LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,c
9,9,17,0,4,12,5,0.16,6,2.0,5,1,34,1,0,32,2,104.23,6.59,4519.95,0.23,121,0.15,251.11,686.36,0.2,3,6,31,0.11,54,67,41,10,46,11.11,32,TRUE
5,7,4,0,3,10,4,0.31,4,2.5,4,1,14,1,0,13,0,51.04,5.73,1674.07,0.1,59,0.17,93,292.3,0.25,3,5,12,0.18,28,31,22,9,22,18.75,13,FALSE
3,3,5,1,4,4,2,0.11,2,2.0,2,1,11,1,0,17,2,39.07,7.06,1946.71,0.09,58,0.14,108.15,275.78,0.5,1,2,11,0.08,24,34,17,10,26,22.73,18,FALSE
3,4,1,0,1,0,3,0.25,0,0,3,1,9,1,0,12,0,26.96,14,5283.66,0.13,73,0.07,293.54,377.4,0.33,0,0,8,0.18,28,45,18,18,17,7.69,12,FALSE
10,1,7,0,6,0,1,0.01,0,0,1,1,55,1,0,80,0,196.53,31.46,194481.83,2.06,889,0.03,10804.55,6182.28,1,0,0,56,0.01,396,493,107,17,97,6.98,80,FALSE
0,1,1,0,0,0,1,0.25,0,0,1,1,3,1,0,4,0,11.63,2,46.53,0.01,9,0.5,2.58,23.26,1,0,0,4,0.2,4,5,3,3,5,0,4,FALSE
2,3,2,0,5,4,2,0.17,2,2.0,2,1,9,1,0,12,2,15.07,9.75,1432.72,0.05,34,0.1,79.6,146.95,0.5,1,2,9,0.1,13,21,8,12,20,29.41,12,FALSE
2,3,1,0,0,4,2,0.18,2,2.0,2,1,7,1,0,11,3,17.11,7.7,1014.63,0.04,30,0.13,56.37,131.77,0.5,1,2,7,0.14,14,16,10,11,14,0,11,FALSE
2,13,6,0,3,20,7,0.39,8,2.5,6,0.86,27,1,0,18,0,35.45,11,4288.91,0.13,82,0.09,238.27,389.9,0.14,6,10,22,0.29,32,50,16,11,24,14.29,18,FALSE
5,5,3,0,6,8,3,0.19,4,2.0,3,1,13,1,0,16,2,37.53,5.5,1135.41,0.07,47,0.18,63.08,206.44,0.33,2,4,12,0.11,22,25,14,7,28,27.27,16,FALSE
1,3,2,0,0,4,2,0.2,2,2.0,2,1,7,1,0,10,3,22.64,5.73,742.59,0.04,30,0.17,41.25,129.66,0.5,1,2,7,0.17,14,16,11,9,12,0,10,FALSE
0,1,4,0,1,0,1,0.2,0,0,1,1,5,1,0,5,0,27.17,1.75,83.21,0.02,15,0.57,4.62,47.55,1,0,0,6,0.14,7,8,6,3,7,16.67,5,FALSE
2,1,0,0,2,0,1,0.2,0,0,1,1,1,1,0,5,1,13.66,4.2,240.91,0.02,16,0.24,13.38,57.36,1,0,0,2,0.1,6,10,5,7,10,28.57,5,FALSE
3,39,3,1,3,40,20,0.53,4,10.0,20,1,63,20,1,37,0,97.07,6.18,3709.37,0.2,112,0.16,206.08,600.05,1,18,20,45,0.44,51,61,33,8,45,9.76,38,FALSE
2,7,4,0,0,12,4,0.33,6,2.0,3,0.75,15,1,0,12,0,30.19,5.92,1059.13,0.06,39,0.17,58.84,178.81,0.25,3,6,13,0.27,14,25,13,11,15,0,12,TRUE
2,6,0,0,7,0,5,0.17,0,0,1,0.2,11,1,0,30,2,32.18,15.84,8081.71,0.17,105,0.06,448.98,510.09,0.2,0,0,8,0.13,39,66,16,13,40,18.92,30,FALSE
3,8,3,0,3,4,6,0.29,2,2.0,2,0.33,20,1,0,21,0,28.09,21.86,13420.45,0.2,117,0.05,745.58,614.01,0.17,1,2,16,0.21,54,63,21,17,28,12.5,21,FALSE
3,7,2,2,0,0,6,0.43,0,0,2,0.33,15,1,0,12,1,28.45,8.36,1986.86,0.08,50,0.12,110.38,237.74,0.17,0,0,11,0.33,18,32,14,13,18,14.29,14,FALSE
2,1,4,0,6,0,1,0.06,0,0,1,1,16,1,0,17,2,43.65,5.82,1477.51,0.08,65,0.17,82.08,253.95,1,0,0,17,0.04,32,33,11,4,26,26.09,17,FALSE
2,1,2,0,3,0,1,0.17,0,0,1,1,3,1,0,6,1,20.51,3.43,241.06,0.02,19,0.29,13.39,70.31,1,0,0,4,0.08,8,11,7,6,12,33.33,6,FALSE
18,15,14,0,13,28,8,0.1,14,2.0,6,0.75,49,5,0,77,1,68.82,37.89,98831.96,0.87,408,0.03,5490.66,2608.07,0.63,7,14,43,0.07,160,248,57,27,109,14.44,77,FALSE
4,5,10,0,4,8,3,0.17,4,2.0,3,1,21,1,0,18,0,74.01,4.08,1234.01,0.1,61,0.24,68.56,302.21,0.33,2,4,20,0.11,28,33,24,7,27,18.18,18,FALSE
9,11,8,0,16,22,6,0.21,10,2.2,5,0.83,27,3,0,28,1,43.07,17.52,13214.36,0.25,133,0.06,734.13,754.43,0.5,6,11,23,0.11,59,74,32,19,54,36.36,28,FALSE
3,5,6,0,1,8,3,0.13,4,2.0,3,1,18,1,0,23,0,64.76,5.25,1785.31,0.11,70,0.19,99.18,340.06,0.33,2,4,17,0.11,33,37,22,7,28,4.17,23,FALSE
25,37,23,0,15,38,26,0.34,18,2.11,26,1,94,1,0,77,1,79.98,26.99,58239.35,0.72,327,0.04,3235.52,2158.17,0.04,10,19,70,0.22,133,194,69,28,118,16.3,77,TRUE
9,11,3,0,7,12,7,0.11,6,2.0,4,0.57,29,1,0,64,0,57.9,25.29,37041.01,0.49,250,0.04,2057.83,1464.5,0.14,3,6,24,0.09,122,128,41,17,81,9.86,64,FALSE
0,21,0,0,1,22,11,0.79,2,11.0,1,0.09,24,11,1,14,1,44.3,8.75,3391.89,0.13,79,0.11,188.44,387.64,1,10,18,15,0.69,35,44,20,10,16,6.67,14,FALSE
6,5,6,0,18,8,3,0.13,4,2.0,3,1,19,1,0,23,2,34.08,11.19,4270.38,0.13,77,0.09,237.24,381.47,0.33,2,4,18,0.06,31,46,18,13,48,43.9,23,FALSE
2,3,1,0,0,4,2,0.25,2,2.0,2,1,7,1,0,8,1,10.38,12.07,1512.98,0.04,29,0.08,84.05,125.34,0.5,1,2,7,0.18,13,16,7,13,11,0,8,FALSE
1,1,2,0,0,0,1,0.2,0,0,1,1,3,1,0,5,1,19.93,2.33,108.52,0.02,14,0.43,6.03,46.51,1,0,0,4,0.14,7,7,6,4,7,0,5,FALSE
11,17,12,0,16,26,9,0.18,12,2.17,7,0.78,55,3,0,50,2,66.78,20.93,29266.83,0.47,233,0.05,1625.93,1398,0.33,7,13,48,0.12,107,126,46,18,78,24.24,50,FALSE
0,7,1,0,0,12,4,0.4,6,2.0,2,0.5,14,1,0,10,0,31.93,5.45,949.99,0.06,41,0.18,52.78,174.17,0.25,3,6,12,0.36,15,26,11,8,11,0,10,TRUE
2,5,1,0,4,8,3,0.23,4,2.0,2,0.67,11,1,0,13,3,11.63,17,3360.12,0.07,45,0.06,186.67,197.65,0.33,2,4,10,0.15,17,28,7,14,20,23.53,13,FALSE
2,5,0,0,2,0,4,0.15,0,0,1,0.25,9,1,0,26,2,39.54,11.67,5381.22,0.15,94,0.09,298.96,461.25,0.25,0,0,7,0.13,35,59,18,12,31,7.14,26,FALSE
4,3,6,0,2,4,2,0.15,2,2.0,2,1,12,1,0,13,1,46.71,4.07,774.24,0.06,44,0.25,43.01,190.16,0.5,1,2,12,0.1,19,25,14,6,20,13.33,13,FALSE
3,5,2,0,5,8,3,0.43,4,2.0,2,0.67,13,1,0,7,0,14.4,11.88,2030.23,0.06,41,0.08,112.79,170.97,0.33,2,4,12,0.19,19,22,8,10,16,41.67,7,FALSE
4,3,9,0,4,4,2,0.1,2,2.0,2,1,13,1,0,20,3,54.05,10.16,5580.43,0.18,100,0.1,310.02,549.19,0.5,1,2,13,0.07,45,55,31,14,29,16.67,20,FALSE
7,3,5,0,2,4,2,0.11,2,2.0,2,1,13,1,0,19,0,64.34,4.45,1276.77,0.1,59,0.22,70.93,286.62,0.5,1,2,13,0.07,28,31,22,7,29,9.52,19,FALSE
8,16,3,0,5,24,9,0.23,12,2.0,1,0.11,43,1,0,40,2,54.41,25.41,35137.98,0.46,245,0.04,1952.11,1382.74,0.11,6,12,36,0.17,108,137,34,16,54,11.11,40,FALSE
1,1,2,0,0,0,1,0.09,0,0,1,1,3,1,0,11,3,30.03,7.6,1734.58,0.08,48,0.13,96.37,228.23,1,0,0,4,0.08,19,29,15,12,13,0,11,FALSE
5,8,2,3,0,0,7,0.41,0,0,2,0.29,17,1,0,14,1,29.59,8.87,2326,0.09,54,0.11,129.22,262.33,0.14,0,0,12,0.3,19,35,15,14,23,17.65,17,FALSE
11,1,7,0,17,0,1,0.05,0,0,1,1,19,1,0,20,0,70.27,5.14,1858.48,0.12,76,0.19,103.25,361.37,1,0,0,20,0.02,36,40,21,6,49,45.95,20,TRUE
1,3,2,16,0,4,2,0.08,2,2.0,2,1,21,1,0,9,0,103.2,5.62,3260.81,0.19,109,0.18,181.16,580.09,0.5,1,2,21,0.07,53,56,33,7,27,64,25,FALSE
3,5,4,0,0,8,3,0.38,4,2.0,3,1,12,1,0,8,0,34.55,3.5,423.25,0.04,29,0.29,23.51,120.93,0.33,2,4,11,0.25,14,15,12,6,12,0,8,FALSE
2,7,5,0,1,8,4,0.44,2,4.0,2,0.5,16,4,1,9,0,29.41,7.6,1698.45,0.07,47,0.13,94.36,223.48,1,3,4,14,0.31,19,28,15,12,13,10,9,FALSE
2,1,2,0,1,0,1,0.17,0,0,1,1,3,1,0,6,4,35.2,2.95,307.27,0.03,26,0.34,17.07,104,1,0,0,4,0.1,13,13,11,5,10,14.29,6,FALSE
0,1,1,0,0,0,1,0.14,0,0,1,1,11,1,0,7,0,50.46,5.47,1509.03,0.09,61,0.18,83.84,275.94,1,0,0,12,0.13,25,36,16,7,8,0,7,FALSE
13,35,9,0,8,52,18,0.3,18,2.89,8,0.44,74,12,0,61,1,76.37,23.23,41194.43,0.59,276,0.04,2288.58,1773.65,0.67,17,48,58,0.22,120,156,62,24,83,11.59,61,FALSE
3,3,3,0,5,4,2,0.33,2,2.0,2,1,9,1,0,6,2,19.14,7,937.86,0.04,31,0.14,52.1,133.98,0.5,1,2,9,0.13,14,17,10,10,15,45.45,6,FALSE
3,5,0,0,2,8,3,0.25,4,2.0,1,0.33,10,1,0,12,2,27.78,4.67,605.07,0.04,30,0.21,33.61,129.66,0.33,2,4,9,0.17,14,16,12,8,18,14.29,12,FALSE
5,1,2,0,8,0,1,0.14,0,0,1,1,5,1,0,7,0,28.68,2.75,216.89,0.03,22,0.36,12.05,78.87,1,0,0,6,0.05,11,11,8,4,21,53.33,7,FALSE
9,1,8,0,12,0,1,0.08,0,0,1,1,10,1,0,12,0,45.41,3.46,544.06,0.05,37,0.29,30.23,157.17,1,0,0,11,0.03,15,22,13,6,34,50,12,FALSE
11,5,4,0,10,6,3,0.18,2,3.0,2,0.67,18,3,1,17,0,61.4,11.09,7552.8,0.23,124,0.09,419.6,680.99,1,2,3,17,0.08,61,63,33,12,39,37.04,17,FALSE
7,11,4,0,8,20,6,0.16,10,2.0,5,0.83,28,4,0,37,1,40.77,26.33,28263.16,0.36,181,0.04,1570.18,1073.46,0.67,5,10,24,0.11,87,94,38,23,53,17.78,37,FALSE
3,1,5,0,1,0,1,0.1,0,0,1,1,9,1,0,10,0,60.1,2.43,354.44,0.05,35,0.41,19.69,145.95,1,0,0,10,0.07,17,18,14,4,15,9.09,10,FALSE
17,15,25,0,11,24,8,0.18,12,2.0,8,1,56,1,0,44,2,121.61,9.12,10120.84,0.37,181,0.11,562.27,1109.4,0.13,6,12,50,0.11,80,101,57,13,73,20,44,TRUE
11,35,10,0,5,58,18,0.28,24,2.42,12,0.67,85,10,0,64,3,81.86,19.83,32200.08,0.54,264,0.05,1788.89,1623.53,0.56,17,29,69,0.22,126,138,54,17,81,7.25,64,FALSE
6,6,6,0,5,4,4,0.17,2,2.0,4,1,17,1,0,24,0,39.16,9.04,3202.49,0.12,67,0.11,177.92,354.12,0.25,1,2,15,0.11,26,41,23,16,36,17.24,24,FALSE
5,10,6,0,0,8,7,0.22,4,2.0,7,1,23,1,0,32,0,36.52,16.3,9698.89,0.2,106,0.06,538.83,595.16,0.14,2,4,18,0.18,40,66,27,22,38,0,32,FALSE
34,27,4,1,25,52,14,0.13,26,2.0,8,0.57,71,14,1,110,1,59.32,36.56,79271.67,0.72,345,0.03,4403.98,2168.46,1,13,26,59,0.08,155,190,53,25,171,19.12,111,FALSE
4,5,1,0,11,8,3,0.17,4,2.0,1,0.33,12,1,0,18,0,27.93,10.5,3079.11,0.1,61,0.1,171.06,293.25,0.33,2,4,11,0.09,28,33,16,12,34,37.93,18,FALSE
5,3,3,0,3,4,2,0.1,2,2.0,2,1,7,1,0,21,2,35.54,10.17,3679.85,0.12,73,0.1,204.44,361.66,0.5,1,2,7,0.07,37,36,20,11,30,12.5,21,FALSE
1,5,1,0,1,8,3,0.25,4,2.0,1,0.33,12,1,0,12,0,16.29,15.11,3719.21,0.08,53,0.07,206.62,246.12,0.33,2,4,11,0.2,17,36,9,16,15,7.69,12,FALSE
2,7,4,0,0,12,4,0.33,6,2.0,3,0.75,15,1,0,12,0,25.93,5.5,784.43,0.05,33,0.18,43.58,142.62,0.25,3,6,13,0.27,11,22,10,10,15,0,12,FALSE
4,10,2,1,1,0,9,0.41,0,0,2,0.22,21,1,0,21,2,45.03,21.02,19886.07,0.32,166,0.05,1104.78,946.27,0.11,0,0,14,0.32,73,93,33,19,28,8.7,22,FALSE
1,3,2,0,2,4,2,0.2,2,2.0,2,1,7,1,0,10,0,18.91,5.5,572,0.03,26,0.18,31.78,104,0.5,1,2,7,0.14,11,15,8,8,14,16.67,10,FALSE
12,5,10,0,4,8,3,0.06,4,2.0,3,1,21,1,0,48,1,63.45,13.77,12025.31,0.29,160,0.07,668.07,873.51,0.33,2,4,20,0.05,59,101,30,14,65,7.69,48,FALSE
0,1,0,0,0,0,1,0.2,0,0,1,1,1,1,0,5,4,24.67,3.75,346.92,0.03,25,0.27,19.27,92.51,1,0,0,2,0.17,12,13,8,5,6,0,5,FALSE
4,3,3,0,0,4,2,0.07,2,2.0,2,1,7,1,0,28,2,40.86,10.25,4292.33,0.14,81,0.1,238.46,418.76,0.5,1,2,7,0.06,41,40,24,12,33,0,28,FALSE
5,3,3,0,8,4,2,0.22,2,2.0,2,1,9,1,0,9,0,58.69,8.6,4341.04,0.17,105,0.12,241.17,504.77,0.5,1,2,9,0.09,43,62,20,8,23,47.06,9,FALSE
3,3,5,0,2,4,2,0.18,2,2.0,2,1,11,1,0,11,1,33.46,3,301.14,0.03,28,0.33,16.73,100.38,0.5,1,2,11,0.12,12,16,8,4,17,15.38,11,FALSE
2,1,2,0,6,0,1,0.2,0,0,1,1,3,1,0,5,2,12.44,4.9,298.63,0.02,17,0.2,16.59,60.94,1,0,0,4,0.07,7,10,5,7,14,54.55,5,FALSE
3,1,0,0,3,0,1,0.2,0,0,1,1,1,1,0,5,1,13.66,4.2,240.91,0.02,16,0.24,13.38,57.36,1,0,0,2,0.08,6,10,5,7,12,37.5,5,FALSE
4,9,14,0,2,12,5,0.21,6,2.0,5,1,32,1,0,24,2,94.27,5.25,2598.43,0.16,93,0.19,144.36,494.94,0.2,3,6,29,0.16,42,51,32,8,31,7.69,24,FALSE
1,1,4,0,2,0,1,0.2,0,0,1,1,5,1,0,5,0,33.22,1.5,74.74,0.02,15,0.67,4.15,49.83,1,0,0,6,0.11,7,8,7,3,9,28.57,5,FALSE
6,24,2,0,5,16,19,0.44,8,2.0,3,0.16,51,4,0,43,1,49.79,27.19,36801.7,0.45,216,0.04,2044.54,1353.63,0.21,4,8,34,0.35,90,126,48,29,55,10.42,43,FALSE
18,7,9,0,13,12,4,0.08,6,2.0,3,0.75,37,1,0,51,0,85.54,30.74,80809.25,0.88,405,0.03,4489.4,2629.2,0.25,3,6,35,0.05,190,215,68,22,83,20.31,51,FALSE
0,1,1,0,1,0,1,0.25,0,0,1,1,2,1,0,4,0,15.95,5.14,421.94,0.03,21,0.19,23.44,82.04,1,0,0,3,0.17,9,12,7,8,6,20,4,FALSE
1,1,2,0,0,0,1,0.2,0,0,1,1,3,1,0,5,2,24.22,2.29,126.52,0.02,16,0.44,7.03,55.35,1,0,0,4,0.14,8,8,7,4,7,0,5,FALSE
15,22,16,0,1,8,19,0.32,4,2.0,19,1,53,1,0,59,1,64.91,25.17,41124.72,0.54,257,0.04,2284.71,1633.89,0.05,2,4,36,0.25,92,165,53,29,76,1.67,59,FALSE
5,13,7,0,3,22,7,0.18,10,2.2,7,1,31,5,0,39,1,93.84,6.44,3890.76,0.2,106,0.16,216.15,604.25,0.71,6,11,26,0.15,48,58,41,11,48,7.14,39,FALSE
3,15,2,0,14,14,8,0.73,4,3.5,7,0.88,22,5,0,11,0,17.7,12.6,2809.44,0.07,50,0.08,156.08,222.97,0.63,5,8,16,0.28,21,29,10,12,29,56,11,FALSE
6,7,0,0,16,12,4,0.15,6,2.0,1,0.25,18,1,0,26,0,49.31,22.86,25777.05,0.38,195,0.04,1432.06,1127.37,0.25,3,6,16,0.08,94,101,37,18,49,38.1,26,FALSE
0,7,2,0,0,12,4,0.4,6,2.0,2,0.5,14,1,0,10,0,37.82,4,605.07,0.05,35,0.25,33.61,151.27,0.25,3,6,12,0.36,12,23,12,8,11,0,10,FALSE
2,1,2,0,3,0,1,0.06,0,0,1,1,16,1,0,17,0,64.06,6.75,2918.97,0.14,92,0.15,162.17,432.44,1,0,0,17,0.04,45,47,20,6,23,15,17,FALSE
1,3,0,0,0,4,2,0.4,2,2.0,1,0.5,6,1,0,5,0,16,6.5,676,0.03,26,0.15,37.56,104,0.5,1,2,6,0.29,13,13,8,8,7,0,5,FALSE
0,1,2,0,0,0,1,0.25,0,0,1,1,3,1,0,4,1,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1,0,0,4,0.2,4,5,4,3,5,0,4,FALSE
11,7,20,0,4,8,4,0.12,4,2.0,4,1,34,1,0,34,2,123.03,6.07,4532.64,0.25,131,0.16,251.81,746.76,0.25,2,4,32,0.08,58,73,43,9,50,10.53,34,FALSE
0,1,1,0,0,0,1,0.2,0,0,1,1,4,1,0,5,0,16.23,4.5,328.87,0.02,22,0.22,18.27,73.08,1,0,0,5,0.17,9,13,5,5,6,0,5,FALSE
16,23,10,0,8,38,12,0.24,16,2.38,9,0.75,57,7,0,49,1,72.52,16.2,19033.06,0.39,193,0.06,1057.39,1174.88,0.58,11,19,47,0.16,90,103,50,18,74,14.04,49,FALSE
6,1,3,0,22,0,1,0.11,0,0,1,1,6,1,0,9,4,31.07,5.23,850.08,0.05,37,0.19,47.23,162.52,1,0,0,7,0.03,17,20,13,8,38,70.97,9,FALSE
2,1,2,0,2,0,1,0.14,0,0,1,1,3,1,0,7,2,16.25,8.89,1283.82,0.05,34,0.11,71.32,144.43,1,0,0,4,0.08,16,18,9,10,12,22.22,7,FALSE
7,10,1,0,2,12,6,0.15,6,2.0,5,0.83,21,1,0,39,0,29.3,25.54,19104.17,0.25,130,0.04,1061.34,748.14,0.17,3,6,17,0.12,55,75,28,26,49,4.88,39,FALSE
