LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,c
11,15,3,8,21,28,8,0.14,14,2.0,5,0.63,41,1,0,49,1,2,0.25,29.04,65.22,123506.5,0.63,349,0.02,6861.47,1893.77,0.13,7,14,35,0.09,150,199,23,20,91,37.18,57,TRUE
10,9,3,0,11,16,5,0.26,8,2.0,2,0.4,20,3,0.5,19,0,0,0,28.47,15.06,6456.82,0.14,85,0.07,358.71,428.77,0.6,4,8,17,0.12,32,53,17,16,42,36.67,19,FALSE
24,24,0,3,17,12,20,0.21,6,2.0,1,0.05,49,1,0,91,1,20,1,65.56,23.68,36775.64,0.52,241,0.04,2043.09,1552.75,0.05,3,6,31,0.15,90,151,57,30,137,18.02,94,FALSE
17,7,2,16,32,12,4,0.05,6,2.0,1,0.25,27,1,0,68,0,4,1,73.69,37.76,105042.17,0.93,471,0.03,5835.68,2782.15,0.25,3,6,25,0.03,191,280,43,17,135,41.38,84,FALSE
9,13,2,0,14,28,7,0.23,14,2.0,3,0.43,28,1,0,30,0,7,1,29.37,18.17,9701.95,0.18,99,0.06,539,533.84,0.14,7,14,23,0.13,44,55,23,19,55,31.82,30,FALSE
24,19,3,0,27,34,10,0.1,16,2.13,3,0.3,49,1,0,104,0,8,0.8,45.63,55.2,139045.04,0.84,430,0.02,7724.72,2518.93,0.1,9,17,41,0.06,168,262,35,23,157,20.61,104,TRUE
10,13,1,1,11,22,7,0.23,10,2.2,3,0.43,26,1,0,30,0,7,1,25.16,22,12176.57,0.18,104,0.05,676.48,553.48,0.14,6,11,21,0.13,44,60,20,20,54,28.57,31,FALSE
5,3,0,0,3,4,2,0.29,2,2.0,1,0.5,6,1,0,7,0,2,1,26.67,4.2,470.4,0.04,28,0.24,26.13,112,0.5,1,2,6,0.12,14,14,10,6,17,30,7,FALSE
1,1,1,0,1,0,1,0.5,0,0,1,1,2,1,0,2,0,1,1,6.04,5.25,166.42,0.01,10,0.19,9.25,31.7,1,0,0,3,0.17,3,7,2,7,6,33.33,2,FALSE
14,5,9,4,16,8,3,0.09,4,2.0,1,0.33,23,1,0,31,0,3,1,97.33,7.63,5668.74,0.25,133,0.13,314.93,742.8,0.33,2,4,22,0.04,58,75,38,10,67,39.22,35,FALSE
9,17,1,0,10,32,9,0.21,16,2.0,2,0.22,38,6,0.63,42,0,9,1,11.27,102.9,119290.11,0.39,234,0.01,6627.23,1159.28,0.67,8,16,31,0.14,98,136,10,21,63,19.23,42,TRUE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0.33,0,1,0,1,3,0,1,FALSE
1,5,1,0,0,8,3,0.25,4,2.0,1,0.33,11,1,0,12,3,3,1,15.48,36.25,20339.03,0.19,118,0.03,1129.95,561.08,0.33,2,4,10,0.2,58,60,12,15,15,0,12,TRUE
1,5,1,0,0,8,3,0.5,4,2.0,1,0.33,10,1,0,6,1,1,0.33,10.29,11.92,1461.27,0.04,30,0.08,81.18,122.62,0.33,2,4,9,0.33,13,17,6,11,9,0,6,FALSE
2,1,1,0,3,0,1,0.17,0,0,1,1,2,1,0,6,0,1,1,22.27,6.67,989.91,0.05,39,0.15,55,148.49,1,0,0,3,0.08,10,29,6,8,13,33.33,6,FALSE
0,3,0,0,0,4,2,0.67,2,2.0,1,0.5,5,1,0,3,2,2,1,6.18,5,154.4,0.01,11,0.2,8.58,30.88,0.5,1,2,5,0.4,4,7,2,5,5,0,3,FALSE
1,3,0,0,1,4,2,0.67,2,2.0,1,0.5,6,1,0,3,3,2,1,10.89,5.4,317.58,0.02,17,0.19,17.64,58.81,0.5,1,2,6,0.29,9,8,5,6,7,25,3,FALSE
8,23,3,0,14,36,12,0.38,14,2.57,5,0.42,40,6,0.45,32,0,10,0.83,39.63,24.05,22915.89,0.32,168,0.04,1273.1,952.97,0.5,11,18,30,0.21,81,87,32,19,56,30.43,32,TRUE
2,9,0,0,0,14,5,0.31,6,2.33,1,0.2,15,3,0.5,16,2,5,1,32,18.75,11252.36,0.2,117,0.05,625.13,600.13,0.6,4,7,12,0.25,50,67,20,15,20,0,16,FALSE
0,3,0,0,0,4,2,0.4,2,2.0,1,0.5,6,1,0,5,0,2,1,13.95,2.5,87.17,0.01,11,0.4,4.84,34.87,0.5,1,2,6,0.29,4,7,4,5,7,0,5,FALSE
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,1,1,1,9.51,3,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.25,3,6,3,6,4,0,2,FALSE
8,27,1,0,20,52,14,0.36,26,2.0,4,0.29,68,1,0,39,5,11,0.79,32.18,40.48,52735.32,0.43,254,0.02,2929.74,1302.84,0.07,13,26,56,0.2,137,117,22,13,69,33.9,39,TRUE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,0,1,1,10.57,3,95.1,0.01,10,0.33,5.28,31.7,1,0,0,2,0.2,3,7,3,6,5,0,3,FALSE
24,12,0,2,28,16,7,0.15,8,2.0,1,0.14,19,1,0,46,0,5,0.71,28.27,37.3,39335.04,0.35,192,0.03,2185.28,1054.44,0.14,4,8,14,0.06,78,114,23,22,116,39.47,48,FALSE
10,13,5,6,10,22,7,0.12,10,2.2,1,0.14,48,5,0.67,51,0,5,0.71,92.21,26.26,63590.46,0.81,373,0.04,3532.8,2421.46,0.71,6,11,43,0.09,153,220,67,23,79,23.88,57,TRUE
5,3,3,7,3,4,2,0.08,2,2.0,2,1,10,1,0,18,0,1,0.5,69.2,12.83,11396.12,0.3,159,0.08,633.12,888.01,0.5,1,2,10,0.06,77,82,36,12,35,35.71,25,FALSE
0,32,0,0,0,0,31,0.08,0,0,1,0.03,63,1,0,365,1,31,1,187.94,57.6,623450.46,3.61,1369,0.02,34636.14,10824.53,0.03,0,0,34,0.08,632,737,203,37,367,0,365,FALSE
1,3,1,1,0,4,2,0.15,2,2.0,1,0.5,7,1,0,12,0,2,1,15.45,7.14,788.3,0.04,27,0.14,43.79,110.36,0.5,1,2,7,0.13,10,17,7,10,16,7.69,13,FALSE
18,46,2,6,24,64,26,0.22,26,2.46,15,0.58,79,23,0.88,114,0,24,0.92,43,57.74,143350.9,0.83,395,0.02,7963.94,2482.73,0.88,19,33,55,0.16,166,229,46,32,164,20.83,120,TRUE
5,5,2,0,4,8,3,0.43,4,2.0,2,0.67,13,1,0,7,2,3,1,20.57,8.17,1372,0.06,42,0.12,76.22,168,0.33,2,4,12,0.18,21,21,9,7,17,36.36,7,TRUE
19,19,4,1,12,36,10,0.2,18,2.0,7,0.7,45,7,0.67,48,0,9,0.9,30.16,26.1,20545.64,0.26,150,0.04,1141.42,787.19,0.7,9,18,37,0.12,58,92,20,18,82,21.31,49,TRUE
4,7,2,3,3,12,4,0.22,6,2.0,3,0.75,16,1,0,15,0,1,0.25,23.96,10.38,2583.65,0.08,55,0.1,143.54,248.8,0.25,3,6,14,0.15,27,28,13,10,27,28.57,18,FALSE
5,5,0,0,28,8,3,0.25,4,2.0,1,0.33,9,1,0,12,0,0,0,37.29,9,3020.28,0.11,79,0.11,167.79,335.59,0.33,2,4,8,0.06,20,59,10,9,47,70,12,FALSE
6,15,1,0,2,26,8,0.26,12,2.17,2,0.25,32,3,0.29,31,2,4,0.5,33.62,28.08,26512.3,0.31,174,0.04,1472.91,944.17,0.38,7,13,26,0.2,78,96,25,18,41,6.06,31,FALSE
4,1,1,0,2,0,1,0.14,0,0,1,1,3,1,0,7,0,1,1,19.88,8.33,1380.58,0.06,39,0.12,76.7,165.67,1,0,0,4,0.07,15,24,9,10,15,22.22,7,TRUE
6,7,7,2,6,12,4,0.07,6,2.0,4,1,31,1,0,55,2,4,1,59.86,19.78,23415.51,0.39,224,0.05,1300.86,1183.93,0.25,3,6,29,0.06,89,135,27,12,71,12.7,57,FALSE
6,13,4,4,4,24,7,0.15,12,2.0,3,0.43,37,1,0,43,1,1,0.14,43.96,48,101286.83,0.7,372,0.02,5627.05,2110.14,0.14,6,12,32,0.12,176,196,33,18,59,15.69,47,FALSE
2,1,1,0,3,0,1,0.17,0,0,1,1,2,1,0,6,0,1,1,22.27,6.67,989.91,0.05,39,0.15,55,148.49,1,0,0,3,0.08,10,29,6,8,13,33.33,6,TRUE
13,11,0,0,2,20,6,0.35,10,2.0,1,0.17,22,1,0,17,1,5,0.83,10.59,29,8908.58,0.1,67,0.03,494.92,307.19,0.17,5,10,18,0.18,29,38,8,16,34,10.53,17,FALSE
1,13,0,6,0,24,7,0.3,12,2.0,1,0.14,28,1,0,17,2,4,0.57,14.31,38.64,21359.95,0.18,115,0.03,1186.66,552.85,0.14,6,12,23,0.27,50,65,11,17,26,26.09,23,FALSE
4,1,0,0,2,0,1,0.5,0,0,1,1,1,1,0,2,0,0,0,9.06,3.5,110.95,0.01,10,0.29,6.16,31.7,1,0,0,2,0.1,2,8,2,7,10,50,2,FALSE
0,1,0,0,2,0,1,0.11,0,0,1,1,1,1,0,9,0,1,1,70.59,3,635.32,0.07,49,0.33,35.3,211.77,1,0,0,2,0.08,24,25,16,4,13,18.18,9,FALSE
5,15,0,0,5,26,8,0.2,12,2.17,1,0.13,25,5,0.57,41,1,8,1,15.49,65.83,67150,0.34,204,0.02,3730.56,1020,0.63,7,13,19,0.15,79,125,12,20,53,10.87,41,FALSE
67,59,3,3,85,104,30,0.24,46,2.26,8,0.27,112,23,0.76,121,0,29,0.97,37.4,107.21,429807.51,1.34,676,0.01,23878.2,4009.18,0.77,29,52,84,0.11,270,406,34,27,278,42.11,124,TRUE
17,45,2,5,44,86,23,0.37,42,2.05,2,0.09,97,5,0.18,57,2,9,0.39,26.44,78.12,161381.25,0.69,374,0.01,8965.62,2065.81,0.22,22,43,76,0.18,186,188,25,21,125,46.23,62,TRUE
1,3,1,1,0,4,2,0.13,2,2.0,1,0.5,7,1,0,14,0,2,1,17.24,7.5,969.51,0.04,31,0.13,53.86,129.27,0.5,1,2,7,0.11,12,19,8,10,18,6.67,15,FALSE
2,3,0,2,7,4,2,0.18,2,2.0,1,0.5,6,1,0,9,0,2,1,13.5,7.33,725.94,0.03,26,0.14,40.33,98.99,0.5,1,2,6,0.09,11,15,6,8,22,50,11,FALSE
6,5,1,4,3,8,3,0.2,4,2.0,1,0.33,11,1,0,11,1,3,1,19.66,14.3,4019.85,0.09,64,0.07,223.32,281.11,0.33,2,4,10,0.12,26,38,10,11,26,38.89,15,FALSE
0,3,1,0,0,4,2,0.4,2,2.0,2,1,6,1,0,5,1,1,0.5,12.25,4.8,282.29,0.02,17,0.21,15.68,58.81,0.5,1,2,6,0.29,8,9,5,6,7,0,5,FALSE
23,9,2,0,11,16,5,0.16,8,2.0,3,0.6,18,3,0.5,31,0,4,0.8,33.42,21.5,15450.32,0.24,139,0.05,858.35,718.62,0.6,4,8,15,0.06,43,96,18,18,85,26.19,31,TRUE
1,21,5,0,0,36,11,0.39,16,2.25,7,0.64,40,9,0.8,28,1,11,1,25.13,31.64,25154.15,0.27,155,0.03,1397.45,795.04,0.82,10,18,31,0.35,67,88,18,17,31,0,28,FALSE
1,9,0,0,0,16,5,0.22,8,2.0,1,0.2,21,1,0,23,2,5,1,37.04,20.74,15931.15,0.26,151,0.05,885.06,768.21,0.2,4,8,18,0.19,67,84,21,13,26,0,23,FALSE
60,115,9,19,98,216,58,0.19,102,2.12,16,0.28,247,39,0.67,287,0,46,0.79,107.39,96.09,991629.56,3.44,1479,0.01,55090.53,10319.4,0.67,57,108,191,0.12,615,864,96,30,466,28.96,306,TRUE
1,5,1,0,0,8,3,0.3,4,2.0,2,0.67,12,1,0,10,0,3,1,16.87,13.59,3115.69,0.08,50,0.07,173.09,229.25,0.33,2,4,11,0.23,23,27,11,13,13,0,10,FALSE
0,3,0,0,0,4,2,0.67,2,2.0,1,0.5,5,1,0,3,2,2,1,6.18,5,154.4,0.01,11,0.2,8.58,30.88,0.5,1,2,5,0.4,4,7,2,5,5,0,3,FALSE
0,7,0,0,0,10,4,1,4,2.5,1,0.25,11,3,0.67,4,3,4,1,7.75,9,627.65,0.02,22,0.11,34.87,69.74,0.75,3,5,9,0.67,9,13,3,6,6,0,4,FALSE
2,7,0,2,0,12,4,0.18,6,2.0,1,0.25,14,1,0,20,0,2,0.5,17.76,19.62,6833.79,0.12,71,0.05,379.65,348.39,0.25,3,6,12,0.15,30,41,13,17,26,9.09,22,FALSE
16,13,3,11,18,24,7,0.11,12,2.0,2,0.29,35,1,0,53,0,5,0.71,104.87,24.88,64889.48,0.87,407,0.04,3604.97,2608.62,0.14,6,12,30,0.07,199,208,68,17,100,35.37,64,FALSE
0,1,0,2,0,0,1,0.33,0,0,1,1,1,1,0,1,0,0,0,18.82,3,169.42,0.02,17,0.33,9.41,56.47,1,0,0,2,0.2,4,13,4,6,5,66.67,3,FALSE
47,41,18,9,68,54,24,0.22,22,2.45,14,0.58,94,8,0.3,100,0,21,0.88,75.13,27.46,56640.44,0.69,321,0.04,3146.69,2062.83,0.33,16,27,72,0.1,120,201,59,27,242,43.5,109,FALSE
2,1,0,0,3,0,1,0.25,0,0,1,1,1,1,0,4,0,0,0,8.72,4,139.48,0.01,11,0.25,7.75,34.87,1,0,0,2,0.09,4,7,3,6,11,42.86,4,FALSE
4,7,0,0,2,12,4,0.33,6,2.0,1,0.25,14,3,0.67,12,1,2,0.5,17.23,21,7600.61,0.12,77,0.05,422.26,361.93,0.75,3,6,12,0.2,36,41,12,14,20,14.29,12,TRUE
9,3,2,0,6,4,2,0.07,2,2.0,1,0.5,9,1,0,30,4,1,0.5,57.3,10.61,6447.25,0.2,115,0.09,358.18,607.82,0.5,1,2,9,0.04,54,61,28,11,47,16.67,30,TRUE
4,1,2,6,5,0,1,0.07,0,0,1,1,4,1,0,9,0,1,1,29.53,12,4252.78,0.12,82,0.08,236.27,354.4,1,0,0,5,0.04,24,58,10,10,26,55,15,FALSE
1,19,1,0,0,36,10,0.36,18,2.0,4,0.4,41,1,0,28,2,4,0.4,14.36,37.09,19752.67,0.18,112,0.03,1097.37,532.55,0.1,9,18,33,0.32,51,61,11,16,31,0,28,FALSE
2,3,3,0,2,4,2,0.25,2,2.0,2,1,8,1,0,8,0,0,0,22.19,2,88.76,0.01,14,0.5,4.93,44.38,0.5,1,2,8,0.14,5,9,5,4,14,20,8,FALSE
0,1,0,0,0,0,1,0.25,0,0,1,1,1,1,0,4,2,1,1,13.59,8.17,906.61,0.04,30,0.12,50.37,111.01,1,0,0,2,0.17,14,16,6,7,6,0,4,TRUE
10,1,0,0,22,0,1,0.09,0,0,1,1,1,1,0,11,0,1,1,34.65,10.5,3819.73,0.12,89,0.1,212.21,363.78,1,0,0,2,0.02,30,59,10,7,45,66.67,11,FALSE
23,15,3,10,27,28,8,0.09,14,2.0,2,0.25,39,1,0,75,0,5,0.63,136.41,27.35,102014.82,1.24,542,0.04,5667.49,3730.39,0.13,7,14,33,0.06,268,274,98,20,137,33.04,85,FALSE
5,5,1,0,5,8,3,0.17,4,2.0,1,0.33,12,1,0,18,0,3,1,28.04,18.38,9467.23,0.17,105,0.05,525.96,515.22,0.33,2,4,11,0.1,42,63,16,14,30,21.74,18,FALSE
1,3,0,0,0,4,2,0.22,2,2.0,1,0.5,6,1,0,9,2,2,1,12.01,14.62,2569.51,0.06,40,0.07,142.75,175.69,0.5,1,2,6,0.17,18,22,8,13,12,0,9,TRUE
6,7,0,0,6,12,4,0.27,6,2.0,1,0.25,14,4,1,15,2,4,1,24.1,11.69,3294.46,0.09,58,0.09,183.03,281.76,1,3,6,12,0.14,19,39,13,16,29,28.57,15,TRUE
1,19,1,0,0,36,10,0.23,18,2.0,3,0.3,40,4,0.33,43,2,9,0.9,41.82,26.68,29766.87,0.37,202,0.04,1653.71,1115.76,0.4,9,18,32,0.22,83,119,28,18,46,0,43,FALSE
0,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0,5,0.67,0.97,11.61,1,0,0,3,0.25,2,3,2,3,4,0,2,FALSE
5,3,0,0,3,4,2,0.29,2,2.0,1,0.5,6,1,0,7,0,2,1,25.78,4.5,522,0.04,29,0.22,29,116,0.5,1,2,6,0.12,15,14,10,6,17,30,7,FALSE
9,11,8,3,28,0,10,0.29,0,0,7,0.7,26,1,0,32,0,2,0.2,42.29,10.45,4622.69,0.15,82,0.1,256.82,442.17,0.1,0,0,18,0.14,23,59,22,20,74,49.21,35,TRUE
71,19,9,19,63,34,10,0.1,16,2.13,6,0.6,42,3,0.22,78,0,9,0.9,66.83,32.56,70837.72,0.73,364,0.03,3935.43,2175.73,0.3,9,17,34,0.04,140,224,43,20,233,51.25,97,TRUE
105,125,16,19,123,202,63,0.26,78,2.59,9,0.14,223,36,0.56,225,0,61,0.97,88.2,93.2,766179.74,2.74,1217,0.01,42565.54,8220.7,0.57,62,101,162,0.13,463,754,77,31,474,38.69,244,TRUE
1,1,1,0,0,0,1,0.17,0,0,1,1,2,1,0,6,2,1,1,7.67,10.13,786.81,0.03,21,0.1,43.71,77.71,1,0,0,3,0.11,9,12,4,9,9,0,6,FALSE
19,13,3,11,19,24,7,0.1,12,2.0,2,0.29,35,1,0,57,0,5,0.71,113.84,25.03,71345.69,0.95,439,0.04,3963.65,2849.92,0.14,6,12,30,0.06,215,224,73,17,108,34.48,68,FALSE
6,20,1,1,4,18,13,0.41,6,3.0,7,0.54,31,7,0.5,31,0,8,0.62,28.29,19,10212.78,0.18,101,0.05,567.38,537.51,0.54,6,9,20,0.3,38,63,20,20,44,13.89,32,TRUE
7,15,0,0,8,26,8,0.26,12,2.17,1,0.13,26,4,0.43,31,0,8,1,23.89,26.39,16634.07,0.21,121,0.04,924.12,630.34,0.5,7,13,20,0.17,50,71,18,19,48,20.51,31,FALSE
11,9,3,0,12,16,5,0.17,8,2.0,2,0.4,20,3,0.5,29,0,0,0,33.09,17.76,10439.17,0.2,109,0.06,579.95,587.76,0.6,4,8,17,0.09,43,66,23,19,54,29.27,29,FALSE
7,1,0,1,38,0,1,0.11,0,0,1,1,1,1,0,8,0,1,1,26.79,7,1312.72,0.06,48,0.14,72.93,187.53,1,0,0,2,0.02,16,32,8,7,56,82.98,9,FALSE
0,3,0,0,0,4,2,0.67,2,2.0,1,0.5,5,1,0,3,1,2,1,8.36,9,677.56,0.03,21,0.11,37.64,75.28,0.5,1,2,5,0.4,6,15,3,9,5,0,3,TRUE
4,9,0,0,4,16,5,0.19,8,2.0,1,0.2,15,1,0,26,1,5,1,17.62,26.67,12532.75,0.16,107,0.04,696.26,469.98,0.2,4,8,12,0.14,40,67,9,12,36,13.33,26,FALSE
14,24,8,0,14,30,15,0.25,14,2.14,9,0.6,49,3,0.14,59,0,9,0.6,46.74,21.17,20950.15,0.33,162,0.05,1163.9,989.58,0.2,8,15,36,0.17,62,100,41,28,89,19.18,59,TRUE
12,11,3,0,15,20,6,0.26,10,2.0,2,0.33,25,3,0.4,23,0,3,0.5,31.56,17.2,9336.88,0.18,105,0.06,518.72,542.84,0.5,5,10,21,0.12,43,62,20,16,52,39.47,23,FALSE
2,3,0,0,1,4,2,0.29,2,2.0,1,0.5,6,1,0,7,0,2,1,12.09,6.3,479.73,0.03,20,0.16,26.65,76.15,0.5,1,2,6,0.17,7,13,5,9,12,12.5,7,FALSE
3,1,1,0,5,0,1,0.2,0,0,1,1,2,1,0,5,0,0,0,12.4,3.75,174.4,0.02,14,0.27,9.69,46.51,1,0,0,3,0.07,5,9,4,6,15,50,5,FALSE
5,5,0,0,7,8,3,0.21,4,2.0,1,0.33,9,1,0,14,2,1,0.33,15.99,6.67,710.71,0.04,28,0.15,39.48,106.61,0.33,2,4,8,0.11,10,18,6,8,28,33.33,14,TRUE
6,15,0,0,7,28,8,0.33,14,2.0,1,0.13,31,3,0.29,24,1,8,1,20.68,26.5,14523.02,0.18,114,0.04,806.83,548.04,0.38,7,14,25,0.21,53,61,14,14,39,22.58,24,FALSE
1,7,1,0,0,10,4,0.57,4,2.5,2,0.5,12,3,0.67,7,1,3,0.75,10.97,13,1854.11,0.05,33,0.08,103.01,142.62,0.75,3,5,10,0.4,14,19,7,13,10,0,7,FALSE
29,69,0,0,37,112,35,0.21,44,2.55,1,0.03,113,26,0.74,163,0,25,0.71,50.5,87.12,383277.96,1.47,751,0.01,21293.22,4399.34,0.74,34,56,80,0.15,307,444,37,21,231,18.5,163,FALSE
8,7,1,0,6,12,4,0.21,6,2.0,2,0.5,16,1,0,19,0,4,1,33.72,13.7,6324.89,0.15,88,0.07,351.38,461.82,0.25,3,6,14,0.11,42,46,23,15,35,24,19,FALSE
0,5,0,0,0,8,3,0.75,4,2.0,1,0.33,9,1,0,4,1,3,1,8.14,8.17,542.58,0.02,20,0.12,30.14,66.44,0.33,2,4,8,0.5,7,13,3,7,6,0,4,FALSE
15,21,5,0,16,40,11,0.15,20,2.0,9,0.82,50,4,0.3,74,0,9,0.82,52.32,34.5,62277.28,0.6,302,0.03,3459.85,1805.14,0.36,10,20,41,0.1,120,182,40,23,107,17.78,74,FALSE
3,3,0,0,4,4,2,0.33,2,2.0,1,0.5,5,1,0,6,0,2,1,13.71,9.43,1218.81,0.04,31,0.11,67.71,129.27,0.5,1,2,5,0.13,12,19,7,11,15,40,6,FALSE
30,69,17,4,52,118,35,0.27,54,2.19,18,0.51,152,17,0.47,125,0,25,0.71,84.68,27.62,64595.11,0.78,363,0.04,3588.62,2338.79,0.49,32,59,119,0.16,145,218,63,24,213,30.94,129,FALSE
0,5,0,0,0,8,3,0.5,4,2.0,1,0.33,11,1,0,6,2,3,1,12.29,9.33,1070.66,0.04,31,0.11,59.48,114.71,0.33,2,4,10,0.38,16,15,6,7,8,0,6,FALSE
0,3,1,0,0,4,2,0.15,2,2.0,2,1,7,1,0,13,3,2,1,12.55,12.86,2075.42,0.05,38,0.08,115.3,161.42,0.5,1,2,7,0.13,15,23,7,12,16,0,13,FALSE
13,13,4,2,13,24,7,0.17,12,2.0,2,0.29,29,4,0.5,39,0,0,0,42.89,24.48,25705.69,0.35,187,0.04,1428.09,1049.95,0.57,6,12,24,0.1,71,116,29,20,69,27.78,41,FALSE
24,51,3,11,21,82,26,0.28,32,2.56,2,0.08,91,13,0.48,82,0,8,0.31,93.16,39.49,145307.86,1.23,555,0.03,8072.66,3679.29,0.5,25,41,67,0.19,261,294,76,23,140,28.07,93,FALSE
