LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,c
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,1,12.03,4,192.42,0.02,13,0.25,10.69,48.11,1,0,0,2,0.25,5,8,5,8,4,0,3,FALSE
8,11,2,0,4,18,6,0.18,8,2.25,4,0.67,23,5,0.8,33,2,69.47,9.03,5659.94,0.21,110,0.11,314.44,627.05,0.83,5,9,19,0.13,49,61,38,14,46,10.81,33,FALSE
12,4,3,1,5,0,3,0.16,0,0,3,1,12,1,0,18,2,29.48,10,2948.03,0.1,62,0.1,163.78,294.8,0.33,0,0,11,0.08,25,37,15,12,37,25,19,FALSE
7,7,3,2,7,12,4,0.15,6,2.0,4,1,15,1,0,24,1,37.25,27.5,28170.17,0.34,178,0.04,1565.01,1024.36,0.25,3,6,13,0.1,80,98,32,22,41,27.27,26,TRUE
0,1,0,1,2,0,1,0.13,0,0,1,1,1,1,0,7,3,15.94,10.29,1686.86,0.05,41,0.1,93.71,164,1,0,0,2,0.09,16,25,7,9,11,30,8,FALSE
0,1,1,0,1,0,1,0.2,0,0,1,1,2,1,0,5,1,7.4,5.83,251.91,0.01,13,0.17,14,43.19,1,0,0,3,0.14,5,8,3,7,7,16.67,5,FALSE
14,9,3,1,10,16,5,0.28,8,2.0,2,0.4,22,1,0,17,2,35.29,23.68,19791.23,0.28,156,0.04,1099.51,835.78,0.2,4,8,19,0.12,74,82,25,16,43,39.29,18,FALSE
0,5,4,0,0,8,3,0.23,4,2.0,3,1,14,1,0,13,1,14.28,9.33,1243.74,0.04,35,0.11,69.1,133.26,0.33,2,4,13,0.21,14,21,6,8,14,0,13,FALSE
1,1,3,0,0,0,1,0.17,0,0,1,1,5,1,0,6,0,19.23,5.69,622.17,0.04,28,0.18,34.57,109.39,1,0,0,6,0.13,13,15,8,7,8,0,6,FALSE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,FALSE
1,3,3,1,0,4,2,0.25,2,2.0,2,1,8,1,0,7,0,17.31,5.5,523.51,0.03,25,0.18,29.08,95.18,0.5,1,2,8,0.2,11,14,7,7,10,12.5,8,FALSE
1,5,2,0,0,8,3,0.43,4,2.0,3,1,13,1,0,7,2,24.15,8.59,1782.21,0.07,48,0.12,99.01,207.45,0.33,2,4,12,0.33,21,27,11,9,9,0,7,FALSE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,FALSE
4,53,6,0,0,100,27,0.44,48,2.08,23,0.85,124,19,0.69,62,2,88.96,33,96874.9,0.98,450,0.03,5381.94,2935.6,0.7,26,50,99,0.4,210,240,70,22,67,0,62,FALSE
10,1,1,0,21,0,1,0.11,0,0,1,1,8,1,0,9,1,48.36,7.78,2925.63,0.13,81,0.13,162.53,376.15,1,0,0,9,0.02,40,41,18,7,41,70,9,FALSE
4,13,4,1,4,16,7,0.23,4,4.0,2,0.29,22,6,0.83,29,1,62.47,19.9,24732.36,0.41,215,0.05,1374.02,1242.99,0.86,6,10,17,0.18,97,118,39,16,39,14.71,30,TRUE
0,3,0,0,0,4,2,0.33,2,2.0,1,0.5,5,1,0,6,2,10.04,5,250.95,0.02,14,0.2,13.94,50.19,0.5,1,2,5,0.29,5,9,4,8,7,0,6,FALSE
9,7,3,2,0,8,4,0.29,2,4.0,2,0.5,12,4,1,12,1,33.12,8,2119.78,0.09,54,0.13,117.77,264.97,1,3,4,10,0.17,24,30,18,12,24,14.29,14,FALSE
14,21,3,5,36,36,11,0.15,16,2.25,5,0.45,40,5,0.4,69,1,84.72,25.33,54371.71,0.72,329,0.04,3020.65,2146.25,0.45,10,18,31,0.09,152,177,69,23,125,37.27,74,FALSE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,1,0,0,FALSE
13,26,4,1,1,44,14,0.3,22,2.0,11,0.79,59,7,0.46,45,2,30.87,42.62,56084.29,0.44,221,0.02,3115.79,1315.88,0.5,11,22,47,0.23,97,124,33,29,61,4.26,46,FALSE
16,11,5,1,17,20,6,0.18,10,2.0,2,0.33,30,1,0,32,3,32.61,64.33,135012.09,0.7,363,0.02,7500.67,2098.63,0.17,5,10,26,0.09,193,170,33,22,67,36,33,FALSE
0,1,0,0,0,0,1,0.25,0,0,1,1,1,1,0,4,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,2,0.2,2,5,2,5,5,0,4,FALSE
9,13,3,0,2,24,7,0.26,12,2.0,3,0.43,26,3,0.33,27,0,22.13,13.39,3968.8,0.1,61,0.07,220.49,296.34,0.43,6,12,21,0.18,25,36,14,15,38,6.9,27,FALSE
4,1,2,0,0,0,1,0.25,0,0,1,1,3,1,0,4,1,15.85,2.4,91.29,0.01,12,0.42,5.07,38.04,1,0,0,4,0.11,6,6,5,4,9,0,4,FALSE
3,25,0,0,0,34,14,0.56,14,2.43,1,0.07,45,10,0.69,25,3,27.2,31.11,26315.66,0.28,147,0.03,1461.98,845.97,0.71,10,17,33,0.48,67,80,28,26,29,0,25,FALSE
1,3,0,0,0,4,2,0.12,2,2.0,1,0.5,6,1,0,17,4,19.85,16.82,5614.18,0.11,76,0.06,311.9,333.82,0.5,1,2,6,0.11,37,39,11,10,19,0,17,FALSE
1,7,0,1,1,10,4,0.29,4,2.5,1,0.25,12,3,0.67,13,1,22.43,10.08,2280.63,0.08,50,0.1,126.7,226.18,0.75,3,5,10,0.24,22,28,12,11,17,13.33,14,FALSE
9,1,2,0,6,0,1,0.08,0,0,1,1,5,1,0,13,1,48.36,9.75,4596.78,0.16,88,0.1,255.38,471.46,1,0,0,6,0.03,42,46,28,13,29,31.58,13,FALSE
3,5,1,0,0,8,3,0.38,4,2.0,2,0.67,10,1,0,8,0,16.74,11.23,2110.54,0.06,41,0.09,117.25,187.98,0.33,2,4,9,0.25,19,22,11,13,12,0,8,FALSE
3,9,3,4,2,14,5,0.17,6,2.33,3,0.6,20,3,0.5,26,5,30.81,17.22,9132.06,0.18,99,0.06,507.34,530.4,0.6,4,7,17,0.14,44,55,23,18,36,18.75,30,FALSE
22,13,7,10,0,22,7,0.16,10,2.2,6,0.86,28,4,0.5,33,1,71.6,13.86,13750.99,0.33,166,0.07,763.94,992.23,0.57,6,11,23,0.11,75,91,46,17,66,23.26,43,TRUE
16,19,6,5,12,24,11,0.28,10,2.4,9,0.82,37,3,0.2,34,2,38.45,22.91,20177.56,0.29,151,0.04,1120.98,880.77,0.27,7,12,28,0.16,63,88,33,24,68,33.33,39,FALSE
0,1,3,0,0,0,1,0.2,0,0,1,1,4,1,0,5,2,18.13,4.29,333.04,0.03,21,0.23,18.5,77.71,1,0,0,5,0.17,10,11,7,6,6,0,5,FALSE
1,7,4,1,1,12,4,0.18,6,2.0,4,1,17,1,0,21,1,54.76,4.7,1211.98,0.09,52,0.21,67.33,257.62,0.25,3,6,15,0.16,23,29,22,9,25,8.7,22,FALSE
0,1,0,0,0,0,1,0.14,0,0,1,1,1,1,0,7,0,51.81,1.5,116.56,0.03,21,0.67,6.48,77.71,1,0,0,2,0.13,10,11,10,3,8,0,7,FALSE
11,1,1,0,6,0,1,0.05,0,0,1,1,4,1,0,20,1,105.1,9.99,10484.77,0.35,186,0.1,582.49,1049.76,1,0,0,5,0.03,91,95,41,9,38,23.08,20,FALSE
2,17,0,14,0,32,9,0.56,16,2.0,1,0.11,33,1,0,2,1,85.3,11,10321.01,0.31,168,0.09,573.39,938.27,0.11,8,16,26,0.47,74,94,37,11,19,87.5,16,TRUE
2,1,1,0,0,0,1,0.5,0,0,1,1,2,1,0,2,0,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,1,0,0,3,0.2,3,8,3,7,5,0,2,FALSE
9,11,2,8,15,20,6,0.13,10,2.0,3,0.5,24,1,0,40,0,56.47,17.4,17102.11,0.33,180,0.06,950.12,982.7,0.17,5,10,20,0.08,83,97,31,13,73,36.51,48,FALSE
0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,1,0,2,0,2,1,0,0,FALSE
3,3,0,0,1,4,2,0.17,2,2.0,1,0.5,5,1,0,12,1,14.09,13.5,2567.23,0.06,44,0.07,142.62,190.16,0.5,1,2,5,0.12,18,26,8,12,17,7.69,12,FALSE
5,1,2,0,0,0,1,0.2,0,0,1,1,4,1,0,5,1,14.99,5.5,453.5,0.03,23,0.18,25.19,82.45,1,0,0,5,0.09,11,12,6,6,11,0,5,FALSE
0,3,1,0,0,6,2,0.67,2,3.0,1,0.5,6,1,0,3,0,9.49,3.5,116.27,0.01,10,0.29,6.46,33.22,0.5,2,3,6,0.5,3,7,3,7,4,0,3,FALSE
1,11,2,0,0,18,6,0.5,8,2.25,2,0.33,22,6,1,12,2,11.97,25,7483.01,0.1,61,0.04,415.72,299.32,1,5,9,18,0.43,25,36,10,20,14,0,12,FALSE
7,1,0,0,9,0,1,0.04,0,0,1,1,1,1,0,23,4,39.03,26.4,27204.48,0.34,208,0.04,1511.36,1030.47,1,0,0,2,0.03,96,112,20,11,40,28.13,23,FALSE
2,1,2,2,0,0,1,0.17,0,0,1,1,3,1,0,4,1,10.76,5.25,296.48,0.02,17,0.19,16.47,56.47,1,0,0,4,0.11,7,10,4,6,9,33.33,6,FALSE
1,13,0,0,0,20,7,0.88,8,2.5,1,0.14,21,6,0.83,8,2,8.51,21.12,3799.3,0.06,44,0.05,211.07,179.85,0.86,6,10,16,0.7,13,31,4,13,10,0,8,FALSE
3,3,0,0,0,4,2,0.5,2,2.0,1,0.5,6,1,0,4,3,12.44,9,1008,0.04,28,0.11,56,112,0.5,1,2,6,0.25,14,14,7,9,8,0,4,FALSE
8,17,3,1,12,32,9,0.16,16,2.0,4,0.44,32,6,0.63,54,4,68.85,10.07,6976.38,0.23,121,0.1,387.58,693.08,0.67,8,16,25,0.12,51,70,38,15,76,19.4,55,FALSE
2,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.17,2,4,2,4,6,0,3,FALSE
17,1,7,0,22,0,1,0.08,0,0,1,1,8,1,0,13,0,44.7,5,1117.4,0.07,47,0.2,62.08,223.48,1,0,0,9,0.02,20,27,18,9,53,62.86,13,FALSE
2,21,3,0,0,38,11,0.52,18,2.11,3,0.27,42,3,0.2,21,0,35.91,25.31,23011.32,0.3,172,0.04,1278.41,909.09,0.27,10,19,33,0.46,81,91,24,15,24,0,21,FALSE
6,5,1,0,1,6,3,0.25,2,3.0,2,0.67,9,3,1,12,0,20.31,10.77,2355.5,0.07,46,0.09,130.86,218.72,1,2,3,8,0.15,20,26,13,14,20,7.69,12,FALSE
0,1,1,0,0,0,1,0.25,0,0,1,1,3,1,0,4,0,11.63,2,46.53,0.01,9,0.5,2.58,23.26,1,0,0,4,0.2,4,5,3,3,5,0,4,FALSE
3,1,1,0,3,0,1,0.5,0,0,1,1,2,1,0,2,0,10.57,3,95.1,0.01,10,0.33,5.28,31.7,1,0,0,3,0.11,3,7,3,6,9,60,2,FALSE
24,19,1,2,20,32,10,0.16,14,2.29,5,0.5,39,6,0.56,60,0,86.23,31.88,87614.7,0.92,430,0.03,4867.48,2748.7,0.6,9,16,31,0.09,204,226,64,20,107,26.83,62,TRUE
1,1,0,0,0,0,1,0.2,0,0,1,1,1,1,0,5,1,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,1,0,0,2,0.14,3,8,3,7,7,0,5,FALSE
2,1,0,0,0,0,1,0.25,0,0,1,1,1,1,0,4,3,17.59,11.57,2355.07,0.07,55,0.09,130.84,203.52,1,0,0,2,0.14,27,28,7,6,7,0,4,FALSE
17,1,9,1,22,0,1,0.06,0,0,1,1,12,1,0,15,0,58.3,5.33,1658.19,0.1,64,0.19,92.12,310.91,1,0,0,13,0.02,28,36,21,8,56,60.53,16,FALSE
0,1,2,0,0,0,1,0.2,0,0,1,1,3,1,0,5,0,15.38,4.57,321.48,0.02,18,0.22,17.86,70.32,1,0,0,4,0.17,8,10,7,8,6,0,5,FALSE
1,3,1,0,0,4,2,0.22,2,2.0,2,1,7,1,0,9,3,16.96,6.75,772.53,0.04,28,0.15,42.92,114.45,0.5,1,2,7,0.18,12,16,8,9,11,0,9,FALSE
4,3,0,0,0,4,2,0.29,2,2.0,1,0.5,7,1,0,7,0,13.74,10.63,1550.69,0.05,35,0.09,86.15,145.95,0.5,1,2,7,0.17,17,18,8,10,12,0,7,FALSE
1,9,3,0,0,14,5,0.24,6,2.33,3,0.6,23,5,1,21,2,24.76,24.5,14864.15,0.2,114,0.04,825.79,606.7,1,4,7,20,0.22,49,65,20,20,23,0,21,FALSE
3,37,7,4,0,72,19,0.38,36,2.0,12,0.63,88,11,0.56,46,2,48.52,36.22,63649.28,0.59,294,0.03,3536.07,1757.32,0.58,18,36,71,0.35,135,159,41,22,54,8,50,FALSE
16,13,2,4,11,22,7,0.29,10,2.2,4,0.57,24,4,0.5,20,0,47.71,15.97,12167.64,0.25,135,0.06,675.98,761.92,0.57,6,11,19,0.13,62,73,33,17,52,42.86,24,TRUE
4,1,2,0,0,0,1,0.25,0,0,1,1,3,1,0,4,1,17.27,2.5,107.96,0.01,13,0.4,6,43.19,1,0,0,4,0.11,5,8,5,5,9,0,4,TRUE
1,1,3,0,0,0,1,0.17,0,0,1,1,5,1,0,6,0,25,1.8,81,0.02,15,0.56,4.5,45,1,0,0,6,0.13,6,9,5,3,8,0,6,FALSE
0,3,0,0,1,4,2,0.33,2,2.0,1,0.5,6,1,0,6,5,16.82,8.33,1168.18,0.05,33,0.12,64.9,140.18,0.5,1,2,6,0.25,15,18,9,10,8,14.29,6,FALSE
1,3,1,0,0,4,2,0.15,2,2.0,1,0.5,7,1,0,13,2,26.51,7.13,1345.7,0.06,43,0.14,74.76,188.87,0.5,1,2,7,0.13,19,24,12,9,15,0,13,FALSE
0,3,0,0,0,4,2,0.29,2,2.0,1,0.5,7,1,0,7,3,11.76,11.33,1510.25,0.04,35,0.09,83.9,133.26,0.5,1,2,7,0.25,17,18,6,8,8,0,7,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,1,0,0,0,0,1,0,0,0,1,0,0,2,0.25,0,1,0,1,4,0,3,FALSE
8,3,2,1,0,4,2,0.18,2,2.0,2,1,7,1,0,10,4,26.99,6.97,1309.86,0.06,40,0.14,72.77,188.02,0.5,1,2,7,0.1,19,21,15,11,20,9.09,11,FALSE
12,3,1,0,10,4,2,0.14,2,2.0,2,1,9,1,0,14,3,48.3,17.5,14790.85,0.28,149,0.06,821.71,845.19,0.5,1,2,9,0.05,70,79,34,17,37,41.67,14,TRUE
2,3,1,0,0,4,2,0.22,2,2.0,2,1,7,1,0,9,3,15.57,7.5,875.68,0.04,28,0.13,48.65,116.76,0.5,1,2,7,0.17,12,16,8,10,12,0,9,FALSE
0,1,2,0,0,0,1,0.25,0,0,1,1,3,1,0,4,1,8.72,4,139.48,0.01,11,0.25,7.75,34.87,1,0,0,4,0.2,4,7,3,6,5,0,4,FALSE
9,7,3,3,6,12,4,0.31,6,2.0,4,1,14,1,0,10,0,29.06,6.54,1242.24,0.06,42,0.15,69.01,189.99,0.25,3,6,12,0.14,17,25,13,10,29,47.37,13,FALSE
0,5,2,0,0,8,3,0.23,4,2.0,3,1,11,1,0,13,6,23.44,7.33,1260.57,0.06,38,0.14,70.03,171.9,0.33,2,4,10,0.21,16,22,12,11,14,0,13,FALSE
12,27,1,3,2,40,15,0.36,18,2.22,6,0.4,59,10,0.64,39,3,42.04,61.97,161468.35,0.87,428,0.02,8970.46,2605.43,0.67,11,20,46,0.26,157,271,38,30,57,11.36,42,FALSE
1,3,1,0,0,4,2,0.67,2,2.0,2,1,6,1,0,3,0,11.23,14,2200.43,0.05,37,0.07,122.25,157.17,0.5,1,2,6,0.4,10,27,5,14,5,0,3,FALSE
0,1,0,0,0,0,1,0.33,0,0,1,1,1,1,0,3,1,7.75,2,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.25,2,4,2,4,4,0,3,TRUE
1,1,1,0,0,0,1,0.33,0,0,1,1,2,1,0,3,1,11.07,3,99.66,0.01,10,0.33,5.54,33.22,1,0,0,3,0.2,4,6,4,6,5,0,3,FALSE
1,5,0,0,0,0,4,0.4,0,0,1,0.25,9,1,0,10,2,17.3,7,847.8,0.04,31,0.14,47.1,121.11,0.25,0,0,7,0.13,7,24,5,10,31,0,10,FALSE
4,1,1,0,0,0,1,0.05,0,0,1,1,2,1,0,20,0,100.47,7.44,5568.01,0.25,137,0.13,309.33,747.94,1,0,0,3,0.04,67,70,36,8,25,0,20,TRUE
1,3,0,0,0,4,2,0.22,2,2.0,1,0.5,5,1,0,9,2,17.71,14,3472,0.08,62,0.07,192.89,248,0.5,1,2,5,0.18,28,34,8,8,11,0,9,FALSE
